leg-over floor press,Chest,,Strength,Beginner,Kettlebells,2
leg-up hamstring stretch,Upper legs,Hamstrings,Stretching,Intermediate,Body,1 or 3
leverage chest press,Chest,,Strength,Beginner,Machine,2
leverage deadlift,Upper legs,Quadriceps,Strength,Beginner,Machine,2
leverage decline chest press,Chest,,Strength,Beginner,Machine,2
leverage high row,Back,,Strength,Beginner,Machine,2
leverage incline chest press,Chest,,Strength,Beginner,Machine,2
leverage iso row,Back,Lats,Strength,Beginner,Machine,2
leverage shoulder press,Shoulders,,Strength,Intermediate,Machine,2
leverage shrug,Shoulders,Traps,Strength,Intermediate,Machine,2
linear 3-part start technique,Upper legs,Hamstrings,Plyometrics,Intermediate,Body,1 or 3
linear acceleration wall drill,Upper legs,Hamstrings,Plyometrics,Intermediate,Body,3
linear depth jump,Upper legs,Quadriceps,Plyometrics,Intermediate,Body,1 or 3
log lift,Shoulders,,Strongman,Intermediate,Other,2
london bridge plank,Abs,,Strength,Intermediate,Body,1 or 3
looking at ceiling,Upper legs,Quadriceps,Stretching,Intermediate,Body,1 or 3
low cable crossover,Chest,,Strength,Intermediate,Cable,2
low cable triceps extension,Arms,Triceps,Strength,Intermediate,Cable,2
seated face pull,Shoulders,,Strength,Intermediate,Cable,2
lower back curl,Abs,,Stretching,Intermediate,Body,1 or 3
lower back foam roll,Back,,Stretching,Beginner,Foam roll,3
lunge pass through,Upper legs,Hamstrings,Strength,Intermediate,Kettlebells,2
lunge sprint,Upper legs,Quadriceps,Plyometrics,Intermediate,Body,1
lying bent leg groin,Upper legs,Adductors,Stretching,Beginner,Body,1 or 3
lying cable leg curl,Upper legs,Hamstrings,Strength,Intermediate,Cable,2
lying cambered barbell row,Back,,Strength,Intermediate,Barbell,2
lying close-grip bar curl on high pulley,Arms,Biceps,Strength,Beginner,Cable,2
lying close-grip barbell triceps extension behind the head,Arms,Triceps,Strength,Intermediate,Barbell,2
lying close-grip ez bar triceps press to chin,Arms,Triceps,Strength,Intermediate,Ez bar,2
lying crossover,Upper legs,Abductors,Stretching,Beginner,Body,1 or 3
lying dumbbell tricep extension,Arms,Triceps,Strength,Intermediate,Dumbbell,2
lying face down plate neck resistance,Neck,,Strength,Beginner,Other,2
lying face up plate neck resistance,Neck,,Strength,Beginner,Other,2
lying glute,Glutes,,Stretching,Beginner,Body,1 or 3
lying hamstring,Upper legs,Hamstrings,Stretching,Beginner,Body,1 or 3
lying high bench barbell curl,Arms,Biceps,Strength,Beginner,Barbell,2
lying leg curls,Upper legs,Hamstrings,Strength,Bginner,Machine,2
lying machine squat,Upper legs,Quadriceps,Strength,Intermediate,Machine,2
lying one-arm lateral raise,Shoulders,,Strength,Intermediate,Dumbbell,2
lying prone quadriceps,Upper legs,Quadriceps,Stretching,Beginner,Body,1 or 3
lying rear delt raise,Shoulders,,Strength,Beginner,Dumbbell,2
lying supine dumbbell curl,Arms,Biceps,Strength,Beginner,Dumbbell,2
lying t-bar row,Back,,Strength,Intermediate,Other,2
lying triceps press,Arms,Triceps,Strength,Intermediate,Barbell,2
machine bench press,Chest,,Strength,Beginner,Machine,2
machine bicep curl,Arms,Biceps,Strength,Beginner,Machine,2
machine preacher curls,Arms,Biceps,Strength,Beginner,Machine,2
machine shoulder (military) press,Shoulders,,Strength,Beginner,Machine,2
machine triceps extension triceps,Arms,Triceps,Strength,Beginner,Machine,2
medicine ball chest pass,Chest,,Plyometrics,Intermediate,Medicine Ball,2
medicine ball full twist,Abs,,Plyometrics,Intermediate,Medicine Ball,2
medicine ball scoop throw,Shoulders,,Plyometrics,Intermediate,Medicine Ball,2
Back shrug,Back,,Strength,Beginner,Dumbbell,2
middle back stretch,Back,,Stretching,Beginner,Body,1 and 3
mixed grip chin up,Back,,Strength,Intermediate,Body,2
monster walk abductors,Upper legs,Abductors,Strength,Intermediate,Bands,1 and 3
mountain climbers,Abs,,Plyometrics,Intermediate,Body,1 and 3
moving claw series,Upper legs,Hamstrings,Plyometrics,Intermediate,Body,3
muscle snatch,Upper legs,Hamstrings,Olympic Weightlifting,Beginner,Barbell,2
muscle up,Back,Lats,Strength,Expert,Other,1
narrow stance hack squats,Upper legs,Quadriceps,Strength,Beginner,Machine,2
narrow stance leg press,Upper legs,Quadriceps,Strength,Intermediate,Machine,2
narrow stance squats,Upper legs,Quadriceps,Strength,Intermediate,Body,1
neck press,Chest,,Strength,Beginner,Barbell,2
neck foam roll,Neck,,Stretching,Beginner,Foam roll,1 and 3
oblique crunches,Abs,,Strength,Intermediate,Body,1
oblique crunches - on the floor,Abs,,Strength,Intermediate,Body,1
olympic squat,Upper legs,Quadriceps,Olympic Weightlifting,Beginner,Barbell,2
side quad stretch,Upper legs,Quadriceps,Stretching,Intermediate,Body,1 and 3
back quad stretch,Upper legs,Quadriceps,Stretching,Intermediate,Body,1 and 3
one arm against wall,Back,Lats,Stretching,Intermediate,Body,1 and 3
one arm chin-up,Back,,Strength,Intermediate,Other,2
one arm dumbbell bench press,Chest,,Strength,Intermediate,Dumbbell,2
one arm dumbbell preacher curl,Arms,Biceps,Strength,Intermediate,Dumbbell,2
one arm floor press,Arms,Triceps,Strength,Beginner,Barbell,2
one arm lat pulldown,Back,Lats,Strength,Intermediate,Machine,2
one arm pronated dumbbell triceps extension,Arms,Triceps,Strength,Beginner,Dumbbell,2
one arm supinated dumbbell triceps extension,Arms,Triceps,Strength,Beginner,Dumbbell,2
half locust,Upper legs,Quadriceps,Stretching,Intermediate,Body,1 or 3
one handed hang,Back,Lats,Strength,Expert,Body,1 or 3
one knee to chest,Glutes,,Stretching,Beginner,Body,1 or 3
one leg barbell squat,Upper legs,Quadriceps,Strength,Intermediate,Barbell,2
one-arm dumbbell row,Back,,Strength,Beginner,Dumbbell,2
one-arm flat bench dumbbell flye,Chest,,Strength,Intermediate,Dumbbell,2
one-arm high-pulley cable side bends,Abs,,Strength,Intermediate,Cable,2
one-arm incline lateral raise,Shoulders,,Strength,Intermediate,Dumbbell,2
one-arm kettlebell clean,Upper legs,Hamstrings,Strength,Intermediate,Kettlebells,2
one-arm kettlebell clean and jerk,Shoulders,,Strength,Intermediate,Kettlebells,2
one-arm kettlebell floor press,Chest,,Strength,Beginner,Kettlebells,2
one-arm kettlebell jerk,Shoulders,,Strength,Beginner,Kettlebells,2
one-arm kettlebell side military press,Shoulders,,Strength,Beginner,Kettlebells,2
one-arm kettlebell para press,Shoulders,,Strength,Beginner,Kettlebells,2
one-arm kettlebell push press,Shoulders,,Strength,Beginner,Kettlebells,2
one-arm kettlebell row,Back,,Strength,Intermediate,Kettlebells,2
one-arm kettlebell snatch,Shoulders,,Strength,Intermediate,Kettlebells,2
one-arm kettlebell split jerk,Shoulders,,Strength,Beginner,Kettlebells,2
one-arm kettlebell split snatch,Shoulders,,Strength,Intermediate,Kettlebells,2
one-arm kettlebell swings,Upper legs,Hamstrings,Strength,Intermediate,Kettlebells,2
one-arm long bar row,Back,,Strength,Intermediate,Kettlebells,2
one-arm medicine ball slam,Back,,Plyometrics,Intermediate,Medicine Ball,2
one-arm open palm kettlebell clean,Upper legs,Hamstrings,Strength,Beginner,Kettlebells,2
one-arm overhead kettlebell squats,Upper legs,Quadriceps,Strength,Expert,Kettlebells,2
one-arm side deadlift,Upper legs,Quadriceps,Strength,Expert,Barbell,2
one-arm side lateral raise,Shoulders,,Strength,Intermediate,Dumbbell,2
one-legged cable kickback,Glutes,,Strength,Intermediate,Cable,2
open palm kettlebell clean,Upper legs,Hamstrings,Strength,Beginner,Kettlebells,2
otis-up,Abs,,Strength,Intermediate,Other,2
overhead cable curl,Arms,Biceps,Strength,Intermediate,Cable,2
overhead lat,Back,,Stretching,Beginner,Body,1 or 3
overhead medicine ball slam,Back,,Plyometrics,Beginner,Medicine Ball,2
overhead squat,Upper legs,Quadriceps,Strength,Intermediate,Barbell,2
overhead stretch,Abs,,Stretching,Beginner,Body,1 or 3
overhead triceps,Arms,Triceps,Stretching,Beginner,Body,1 or 3
pallof press with rotation,Abs,,Strength,Intermediate,Cable,2
palms-down dumbbell bench wrist curl ,Arms,Forearms,Strength,Beginner,Dumbbell,2
palms-down barbell bench wrist curl,Arms,Forearms,Strength,Intermediate,Barbell,2
palms-up barbell bench wrist curl,Arms,Forearms,Strength,Intermediate,Dumbbell,2
palms-up dumbbell bench wrist curl,Arms,Forearms,Strength,Beginner,Dumbbell,2
parallel bar dip,Arms,Triceps,Strength,Intermediate,Other,2
pelvic tilt into bridge,Back,,Stretching,Intermediate,Body,1 or 3
peroneals stretch,Lower Legs,Calves,Stretching,Intermediate,Bands,1 or 3
peroneals foam roll,Lower Legs,Calves,Stretching,Intermediate,Foam roll,1 or 3
physioball hip bridge,Glutes,,Strength,Intermediate,Exercise Ball,1
pin presses,Arms,Triceps,Powerlifting,Beginner,Barbell,2
piriformis foam roll,Glutes,,Stretching,Intermediate,Foam roll,1 or 3
plank,Abs,,Strength,Beginner,Body,1 or 3
plank with twist,Abs,,Strength,Intermediate,Body,1 or 3
plate pinch,Arms,Forearms,Strength,Intermediate,Other,2
plate twist,Abs,,Strength,Intermediate,Other,2
platform hamstring slides,Upper legs,Hamstrings,Strength,Intermediate,Other,1 or 3
plie dumbbell squat,Upper Legs,Quadriceps,Strength,Beginner,Dumbbell,2
plyo kettlebell pushups,Chest,,Plyometrics,Intermediate,Kettlebells,1 or 3
plyo push-up,Chest,,Plyometrics,Intermediate,Body,1 or 3
posterior tibialis stretch,Lower legs,Calves,Stretching,Intermediate,Bands,1 or 3
power clean,Upper Legs,Hamstrings,Olympic Weightlifting,Intermediate,Barbell,2
power clean from blocks,Upper Legs,Hamstrings,Olympic Weightlifting,Beginner,Barbell,2
power jerk,Upper Legs,Quadriceps,Olympic Weightlifting,Intermediate,Barbell,2
power partials,Shoulders,,Strength,Beginner,Dumbbell,2
power snatch,Upper Legs,Hamstrings,Olympic Weightlifting,Beginner,Barbell,2
power snatch from blocks,Upper Legs,Quadriceps,Olympic Weightlifting,Beginner,Barbell,2
power stairs,Upper Legs,Hamstrings,Strongman,Beginner,Other,2
preacher curl,Arms,Biceps,Strength,Intermediate,Barbell,2
preacher hammer dumbbell curl,Arms,Biceps,Strength,Beginner,Dumbbell,2
press sit-up,Abs,,Strength,Intermediate,Barbell,2
prone manual hamstring,Upper Legs,Hamstrings,Strength,Intermediate,Body,1
prowler sprint,Upper Legs,Hamstrings,Cardio,Intermediate,Other,5
pull through,Glutes,,Strength,Intermediate,Cable,2
pullups,Back,Lats,Strength,Intermediate,Body,2
push press,Shoulders,,Olympic Weightlifting,Intermediate,Barbell,2
push press - behind the neck,Shoulders,,Olympic Weightlifting,Intermediate,Barbell,2
push up to side plank,Chest,,Strength,Intermediate,Body,1
push-up wide,Chest,,Strength,Intermediate,Body,1
tricep push ups,Triceps,,Strength,Intermediate,Body,1
Decline push up,Chest,,Strength,Intermediate,Body,1
Exercise ball push up,Chest,,Strength,Intermediate,Exercise Ball,1
push ups,Chest,,Strength,Intermediate,Body,1
push ups (close to wide),Chest,,Strength,Intermediate,Body,1
pyramid,Back,,Stretching,Intermediate,Body,1 or 3
standing quad stretch,Upper Legs,Quadriceps,Stretching,Intermediate,Body ,1 or 3
quadriceps foam roll,Upper Legs,Quadriceps,Stretching,Beginner,Foam roll,1 or 3
quick leap,Upper Legs,Quadriceps,Plyometrics,Intermediate,Body,1 or 3
rack delivery,Shoulders,,Olympic Weightlifting,Beginner,Barbell,2
rack pull with bands,Back,,Powerlifting,Beginner,Barbell,2
rack pulls lower back,Back,,Powerlifting,Intermediate,Barbell,2
rear leg raises,Upper Legs,Quadriceps,Stretching,Beginner,Body,1 or 3
recumbent bike,Cardio,,Cardio,Beginner,Machine,4
return push from stance,Shoulders,,Plyometrics,Intermediate,Body,1 or 3
reverse band bench press,Arms,Triceps,Powerlifting,Beginner,Barbell,2
reverse band box squat,Upper Legs,Quadriceps,Powerlifting,Intermediate,Barbell,2
reverse band deadlift,Back,,Powerlifting,Beginner,Barbell,2
reverse band power squat,Upper Legs,Quadriceps,Powerlifting,Beginner,Barbell,2
reverse band sumo deadlift,Upper Legs,Hamstrings,Powerlifting,Beginner,Barbell,2
reverse barbell curl,Arms,Biceps,Strength,Intermediate,Barbell,2
reverse barbell preacher curls,Arms,Biceps,Strength,Intermediate,EZ bar,2
reverse cable curl,Arms,Biceps,Strength,Beginner,Cable,2
reverse crunch,Abs,,Strength,Beginner,Body,1
reverse flyes,Shoulders,,Strength,Beginner,Dumbbell,2
reverse flyes with external rotation,Shoulders,,Strength,Beginner,Dumbbell,2
reverse grip bent-over rows,Back,,Strength,Intermediate,Barbell,2
reverse grip triceps pushdown,Arms,Triceps,Strength,Intermediate,Cable,2
reverse hyperextension,Upper Legs,Hamstrings,Strength,Intermediate,Machine,2
reverse machine flyes,Shoulders,,Strength,Beginner,Machine,2
reverse plate curls,Arms,Biceps,Strength,Beginner,Other,2
reverse triceps bench press,Arms,Triceps,Strength,Intermediate,Barbell,2
rhomboids foam roll,Back,,Stretching,Beginner,Foam roll,1 or 3
rickshaw carry,Arms,Forearms,Strongman,Intermediate,Other,5
rickshaw deadlift,Upper Legs,Quadriceps,Strongman,Intermediate,Other,2
ring dips,Arms,Triceps,Strength,Intermediate,Body,1
rocket jump,Upper Legs,Quadriceps,Plyometrics,Beginner,Body,1 or 3
rocking standing calf raise,Lower legs,Calves,Strength,Beginner,Barbell,2
rocky pull-ups/pulldowns,Back,Lats,Strength,Intermediate,Body,2
romanian deadlift,Upper Legs,Hamstrings,Olympic Weightlifting,Intermediate,Barbell,2
romanian deadlift from deficit,Upper Legs,Hamstrings,Olympic Weightlifting,Intermediate,Barbell,2
rope climb,Back,Lats,Strength,Intermediate,Other,3
rope crunch,Abs,,Strength,Intermediate,Cable,2
Skipping,Cardio,,Cardio,Intermediate,Other,3
rope straight-arm pulldown,Back,Lats,Strength,Intermediate,Cable,2
round the world shoulder stretch,Shoulders,,Stretching,Intermediate,Other,1 or 3
Rowing machine,Cardio,,Cardio,Intermediate,Machine,4
runner's stretch,Upper Legs,Hamstrings,Stretching,Beginner,Body,1 or 3
running on treadmill,Cardio,,Cardio,Intermediate,Machine,4
russian twist,Abs,,Strength,Intermediate,Body,2
sandbag load,Upper Legs,Quadriceps,Strongman,Intermediate,Other,5
scapular pull-up,Shoulders,Traps,Strength,Intermediate,Body,2
scissor kick,Abs,,Strength,Intermediate,Body,1 or 3
scissors jump,Upper Legs,Quadriceps,Plyometrics,Intermediate,Body,1 or 3
seated band hamstring curl,Upper Legs,Hamstrings,Strength,Intermediate,Bands,1
seated barbell military press,Shoulders,,Strength,Intermediate,Barbell,2
seated barbell twist,Abs,,Strength,Intermediate,Barbell,2
seated bent-over one-arm dumbbell triceps extension,Arms,Triceps,Strength,Intermediate,Dumbbell,2
seated bent-over rear delt raise,Shoulders,,Strength,Intermediate,Dumbbell,2
seated bent-over dumbbell triceps extension,Arms,Triceps,Strength,Intermediate,Dumbbell,2
seated biceps,Arms,Biceps,Stretching,Beginner,Body,1 or 3
seated cable rows,Back,,Strength,Intermediate,Cable,2
seated cable shoulder press,Shoulders,,Strength,Intermediate,Cable,2
seated calf raise,Lower legs,Calves,Strength,Intermediate,Machine,2
seated calf stretch,Lower legs,Calves,Stretching,Intermediate,Body,1 or 3
seated close-grip concentration barbell curl,Arms,Biceps,Strength,Intermediate,Barbell,2
seated dumbbell curl,Arms,Biceps,Strength,Intermediate,Dumbbell,2
seated dumbbell inner biceps curl,Arms,Biceps,Strength,Intermediate,Dumbbell,2
seated dumbbell palms-down wrist curl,Arms,Forearms,Strength,Beginner,Dumbbell,2
seated dumbbell palms-up wrist curl,Arms,Forearms,Strength,Beginner,Dumbbell,2
seated dumbbell press,Shoulders,,Strength,Intermediate,Dumbbell,2
seated flat bench leg pull-in,Abs,,Strength,Intermediate,Body,2
floor hamstring stretch,Upper Legs,Hamstrings,Stretching,Beginner,Body,1 or 3
seated front deltoid,Shoulders,,Stretching,Beginner,Body,1 or 3
seated glute,Glutes,,Stretching,Intermediate,Body,3
seated good mornings,Back,,Powerlifting,Beginner,Barbell,2
seated hamstring stretch,Upper Legs,Hamstrings,Stretching,Beginner,Body,1 or 3
seated hamstring and calf stretch,Upper Legs,Hamstrings,Stretching,Beginner,Bands,1 or 3
seated head harness neck resistance,Neck,,Strength,Intermediate,Other,2
seated leg curl,Upper Legs,Hamstrings,Strength,Beginner,Machine,2
seated leg tucks,Abs,,Strength,Intermediate,Body,1
seated one-arm cable pulley rows,Back,,Strength,Intermediate,Cable,2
seated one-arm dumbbell palms-down wrist curl,Arms,Forearms,Strength,Beginner,Dumbbell,2
seated one-arm dumbbell palms-up wrist curl,Arms,Forearms,Strength,Beginner,Dumbbell,2
seated overhead stretch,Abs,,Stretching,Intermediate,Body,1 or 3
seated palm-up barbell wrist curl,Arms,Forearms,Strength,Intermediate,Barbell,2
seated palms-down barbell wrist curl,Arms,Forearms,Strength,Intermediate,Barbell,2
seated side lateral raise,Shoulders,,Strength,Intermediate,Dumbbell,2
seated triceps press,Arms,Triceps,Strength,Intermediate,Dumbbell,2
seated two-arm palms-up low-pulley wrist curl,Arms,Forearms,Strength,Intermediate,Cable,2
seesaw shoulder press,Shoulders,,Strength,Intermediate,Dumbbell,2
shotgun row,Back,,Strength,Intermediate,Cable,2
shoulder circles,Shoulders,,Stretching,Beginner,Body,1 or 3
bands shoulder press,Shoulders,,Strength,Beginner,Bands,1
shoulder raise,Shoulders,,Stretching,Beginner,Body,1 or 3
shoulder stretch,Shoulders,,Stretching,Intermediate,Body,1 or 3
side bridge,Abs,,Strength,Intermediate,Body,1 or 3
side hop-sprint,Upper Legs,Quadriceps,Plyometrics,Intermediate,Body,1 or 3
side jackknife,Abs,,Strength,Intermediate,Body,1
side lateral raise,Shoulders,,Strength,Intermediate,Dumbbell,2
side laterals to front raise,Shoulders,,Strength,Intermediate,Dumbbell,2
side leg raises,Upper Legs,Adductors,Stretching,Beginner,Body,1 or 3
side lying groin stretch,Upper Legs,Adductors,Stretching,Intermediate,Body,1 or 3
side neck stretch neck,Neck,,Stretching,Beginner,Body,1 or 3
side standing long jump,Upper Legs,Quadriceps,Plyometrics,Intermediate,Body,1 or 3
side to side box shuffle,Upper Legs,Quadriceps,Plyometrics,Intermediate,Other,1 or 3
side to side chins,Back,Lats,Strength,Intermediate,Body,2
side wrist pull,Shoulders,,Stretching,Beginner,Body,1 or 3
side-lying floor stretch,Back,Lats,Stretching,Beginner,Body,1 or 3
single dumbbell raise,Shoulders,,Strength,Beginner,Dumbbell,2
single leg butt kick,Upper Legs,Quadriceps,Plyometrics,Expert,Body,1 or 3
single leg glute bridge,Glutes,,Strength,Intermediate,Body,1 or 3
single leg push-off,Upper Legs,Quadriceps,Plyometrics,Beginner,Other,1 or 3
single-arm cable crossover,Chest,,Strength,Intermediate,Cable,2
single-arm linear jammer,Shoulders,,Strength,Intermediate,Other,2
single-arm push up,Chest,,Strength,Expert,Body,1
single-cone sprint drill,Upper Legs,Quadriceps,Plyometrics,Intermediate,Other,1 or 3
single-leg high box squat,Upper Legs,Quadriceps,Strength,Intermediate,Other,1
single-leg hop progression,Upper Legs,Quadriceps,Plyometrics,Beginner,Other,3
single-leg lateral hop,Upper Legs,Quadriceps,Plyometrics,Beginner,Other,3
single-leg leg extension,Upper Legs,Quadriceps,Strength,Intermediate,Machine,2
single-leg stride jump,Upper Legs,Quadriceps,Plyometrics,Intermediate,Other,1 or 3
sit squats,Upper Legs,Quadriceps,Strength,Beginner,Body,1 or 3
sit-up,Abs,,Strength,Beginner,Body,1
skating,Cardio,,Cardio,Intermediate,Other,4
sled drag - harness,Upper Legs,Quadriceps,Strongman,Intermediate,Other,5
sled overhead backward walk,Shoulders,,Strength,Intermediate,Other,5
sled overhead triceps extension,Arms,Triceps,Strength,Intermediate,Other,2
sled push,Upper Legs,Quadriceps,Strongman,Intermediate,Other,5
sled reverse flye,Shoulders,,Strength,Intermediate,Other,2
sled row,Back,,Strength,Intermediate,Other,2
sledgehammer swings,Abs,,Plyometrics,Intermediate,Other,1
smith incline shoulder raise,Shoulders,,Strength,Beginner,Machine,2
smith machine behind the back shrug,Shoulders,,Strength,Beginner,Machine,2
smith machine bench press,Chest,,Strength,Beginner,Machine,2
smith machine bent over row,Back,,Strength,Beginner,Machine,2
smith machine calf raise,Upper Legs,Calves,Strength,Beginner,Machine,2
smith machine close-grip bench press,Arms,Triceps,Strength,Beginner,Machine,2
smith machine decline press,Chest,,Strength,Beginner,Machine,2
smith machine hang power clean,Upper Legs,Hamstrings,Strength,Intermediate,Machine,2
smith machine hip raise,Abs,,Strength,Intermediate,Machine,2
smith machine incline bench press,Chest,,Strength,Beginner,Machine,2
smith machine leg press,Upper Legs,Quadriceps,Strength,Intermediate,Machine,2
smith machine one-arm upright row,Shoulders,,Strength,Intermediate,Machine,2
smith machine overhead shoulder press,Shoulders,,Strength,Intermediate,Machine,2
smith machine pistol squat,Upper Legs,Quadriceps,Strength,Intermediate,Machine,2
smith machine reverse calf raises,Upper Legs,Calves,Strength,Intermediate,Machine,2
smith machine shrug,Shoulders,Traps,Strength,Beginner,Machine,2
smith machine squat,Upper Legs,Quadriceps,Strength,Beginner,Machine,2
smith machine stiff-legged deadlift,Upper Legs,Hamstrings,Strength,Intermediate,Machine,2
smith machine upright row,Back,,Strength,Intermediate,Machine,2
smith machine bulgarian split squat,Upper Legs,Quadriceps,Strength,Intermediate,Machine,2
snatch,Upper Legs,Quadriceps,Olympic Weightlifting,Expert,Barbell,2
snatch balance,Upper Legs,Quadriceps,Olympic Weightlifting,Intermediate,Barbell,2
snatch deadlift,Upper Legs,Hamstrings,Olympic Weightlifting,Intermediate,Barbell,2
snatch from blocks,Upper Legs,Quadriceps,Olympic Weightlifting,Intermediate,Barbell,2
snatch pull,Upper Legs,Hamstrings,Olympic Weightlifting,Intermediate,Barbell,2
snatch shrug,Shoulders,Traps,Olympic Weightlifting,Beginner,Barbell,2
speed band overhead triceps,Arms,Triceps,Strength,Intermediate,Bands,1
speed band pushdown,Arms,Triceps,Strength,Beginner,Bands,1
speed box squat,Upper Legs,Quadriceps,Powerlifting,Intermediate,Bands,2
speed squats quadriceps,Upper Legs,Quadriceps,Strength,Intermediate,Barbell,2
spell caster,Abs,,Strength,Beginner,Dumbbell,2
spider crawl,Abs,,Strength,Intermediate,Body,1 or 3
spider curl,Arms,Biceps,Strength,Intermediate,Barbell,2
spinal stretch,Back,,Stretching,Intermediate,Body,1 or 3
split clean,Upper Legs,Quadriceps,Olympic Weightlifting,Intermediate,Barbell,2
split jerk,Upper Legs,Quadriceps,Olympic Weightlifting,Intermediate,Barbell,2
split jump,Upper Legs,Quadriceps,Plyometrics,Intermediate,Body,1 or 3
split snatch,Upper Legs,Hamstrings,Olympic Weightlifting,Intermediate,Barbell,2
split squat with dumbbells,Upper Legs,Quadriceps,Strength,Intermediate,Dumbbell,2
split squats hamstrings,Upper Legs,Quadriceps,Strength,Beginner,Body,2
squat jerk,Upper Legs,Quadriceps,Olympic Weightlifting,Intermediate,Barbell,2
squat with bands,Upper Legs,Quadriceps,Strength,Intermediate,Bands,2
squat with chains,Upper Legs,Quadriceps,Powerlifting,Intermediate,Other,2
squat with plate movers,Upper Legs,Quadriceps,Strength,Expert,Other,2
stairmaster,Cardio,,Cardio,Intermediate,Machine,4
standing alternating dumbbell press,Shoulders,,Strength,Beginner,Dumbbell,2
standing barbell calf raise,Lower legs,Calves,Strength,Beginner,Barbell,2
standing barbell press behind neck,Shoulders,,Strength,Intermediate,Barbell,2
standing bent-over one-arm triceps extension,Arms,Triceps,Strength,Intermediate,Dumbbell,2
standing bent-over two-arm triceps extension,Arms,Triceps,Strength,Intermediate,Dumbbell,2
standing biceps cable curl,Arms,Biceps,Strength,Intermediate,Cable,2
standing biceps stretch,Arms,Biceps,Stretching,Beginner,Body,1 or 3
standing bradford press,Shoulders,,Strength,Intermediate,Barbell,2
standing cable chest press,Chest,,Strength,Intermediate,Cable,2
standing cable lift,Abs,,Strength,Intermediate,Cable,2
standing cable wood chop,Abs,,Strength,Intermediate,Cable,2
standing calf raises,Lower legs,Calves,Strength,Beginner,Other,1
standing concentration curl,Arms,Biceps,Strength,Beginner,Dumbbell,2
standing dumbbell calf raise,Lower legs,Calves,Strength,Beginner,Dumbbell,2
standing dumbbell shoulder press,Shoulders,,Strength,Beginner,Dumbbell,2
standing dumbbell reverse curl,Arms,Biceps,Strength,Beginner,Dumbbell,2
Overhead dumbbell front raise,Shoulders,,Strength,Beginner,Dumbbell,2
standing dumbbell triceps extension,Arms,Triceps,Strength,Intermediate,Dumbbell,2
standing dumbbell upright row,Shoulders,Traps,Strength,Intermediate,Dumbbell,2
standing elevated quad stretch,Upper Legs,Quadriceps,Stretching,Intermediate,Other,1 or 3
Overhead barbell front raise,Shoulders,,Strength,Intermediate,Barbell,2
standing gastrocnemius calf stretch,Lower legs,Calves,Stretching,Intermediate,Other,1 or 3
standing hamstring and calf stretch,Upper Legs,Hamstrings,Stretching,Intermediate,Bands,1 or 3
standing hip circles,Upper Legs,Abductors,Stretching,Beginner,Body,1 or 3
standing hip flexors,Upper Legs,Quadriceps,Stretching,Intermediate,Body,1 or 3
standing inner-biceps curl,Arms,Biceps,Strength,Beginner,Dumbbell,2
standing lateral stretch,Abs,,Stretching,Intermediate,Body,1 or 3
standing leg curl,Upper Legs,Hamstrings,Strength,Beginner,Machine,2
standing long jump,Upper Legs,Quadriceps,Plyometrics,Intermediate,Body,1 or 3
standing low-pulley deltoid raise,Shoulders,,Strength,Intermediate,Cable,2
standing low-pulley one-arm triceps extension,Arms,Triceps,Strength,Intermediate,Cable,2
military press,Shoulders,,Strength,Intermediate,Barbell,2
standing olympic plate hand squeeze,Arms,Forearms,Strength,Beginner,Other,2
standing one-arm cable curl,Arms,Biceps,Strength,Beginner,Cable,2
standing one-arm dumbbell curl over incline bench,Arms,Biceps,Strength,Intermediate,Dumbbell,2
standing one-arm dumbbell triceps extension,Arms,Triceps,Strength,Intermediate,Dumbbell,2
standing overhead barbell triceps extension,Arms,Triceps,Strength,Intermediate,Barbell,2
standing palm-in one-arm press,Shoulders,,Strength,Intermediate,Dumbbell,2
standing palms-in press,Shoulders,,Strength,Intermediate,Dumbbell,2
standing palms-up barbell behind the back wrist curl,Arms,Forearms,Strength,Beginner,Barbell,2
standing pelvic tilt,Back,,Stretching,Beginner,Body,1 or 3
standing rope crunch,Abs,,Strength,Intermediate,Cable,2
standing soleus and achilles stretch,Lower legs,Calves,Stretching,Beginner,Body,1 or 3
standing toe touches,Upper Legs,Hamstrings,Stretching,Intermediate,Body,1 or 3
standing towel triceps extension,Arms,Triceps,Strength,Beginner,Other,1
standing two-arm overhead throw,Shoulders,,Plyometrics,Beginner,Medicine Ball,2
star jump,Upper Legs,Quadriceps,Plyometrics,Beginner,body,1 or 3
step-up with knee raise,Glutes,,Strength,Beginner,Other,1 or 3
stiff leg barbell good morning,Back,,Strength,Intermediate,Barbell,2
stiff-legged barbell deadlift,Upper Legs,Hamstrings,Strength,Intermediate,Barbell,2
stiff-legged dumbbell deadlift,Upper Legs,Hamstrings,Strength,Intermediate,Dumbbell,2
stomach vacuum,Abs,,Stretching,Beginner,Body,1 or 3
straight bar bench mid rows,Back,,Strength,Expert,Barbell,2
straight raises on incline bench,Shoulders,,Strength,Intermediate,EZ bar,2
straight-arm dumbbell pullover,Chest,,Strength,Intermediate,Dumbbell,2
straight-arm pulldown,Back,Lats,Strength,Intermediate,Cable,2
stride jump crossover,Upper Legs,Quadriceps,Plyometrics,Intermediate,Other,2
sumo deadlift,Upper Legs,Hamstrings,Powerlifting,Intermediate,Barbell,2
sumo deadlift with bands,Upper Legs,Hamstrings,Powerlifting,Intermediate,Barbell,2
